32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,14,14,14,32,33,33,33,33,33,33,33,33,33,34
40,41,41,41,41,41,41,41,41,41,42,22,22,22,40,41,41,41,41,41,41,41,41,41,42
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
5,5,5,5,5,5,5,5,5,12,13,0,0,0,12,13,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,13,0,0,0,12,13,0,0,0,0,0,0,0,0,0
24,25,25,25,25,25,25,25,25,25,26,14,14,14,24,25,25,25,25,25,25,25,25,25,26
32,33,33,33,33,33,33,33,33,33,34,22,22,22,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
32,33,33,33,33,33,33,33,33,33,34,0,6,0,32,33,33,33,33,33,33,33,33,33,34
